Language	Concept	Value	Forms
HawaNocte	Twenty eight	ɹokni-wansɘt	ɹokni-wansɘt
HawaNocte	Twenty nine	ɹokni-wankʰu	ɹokni-wankʰu
HawaNocte	Thirty	ɹokɹəm	ɹokɹəm
HawaNocte	Thirty one	ɹokɹəm-wantʰe	ɹokɹəm-wantʰe
HawaNocte	Thirty two	ɹokɹəm-wani	ɹokɹəm-wani
HawaNocte	Thirty three	ɹokɹəm-wanɹəm	ɹokɹəm-wanɹəm
HawaNocte	Thirty four	ɹokɹəm-wanpɘli	ɹokɹəm-wanpɘli
HawaNocte	Thirty five	ɹokɹəm-wanpaŋa	ɹokɹəm-wanpaŋa
HawaNocte	Thirty six	ɹokɹəm-wanɹok	ɹokɹəm-wanɹok
HawaNocte	Thirty seven	ɹokɹəm-wanɪt	ɹokɹəm-wanɪt
HawaNocte	Thirty eight	ɹokɹəm-wansɘt	ɹokɹəm-wansɘt
HawaNocte	Thirty nine	ɹokɹəm-wankʰu	ɹokɹəm-wankʰu
HawaNocte	Forty	ɹokpɘli	ɹokpɘli
HawaNocte	Forty one	ɹokpɘli-wantʰe	ɹokpɘli-wantʰe
HawaNocte	Forty two	ɹokpɘli-wani	ɹokpɘli-wani
HawaNocte	Forty three	ɹokpɘli-wanɹəm	ɹokpɘli-wanɹəm
HawaNocte	Forty four	ɹokpɘli-wanpɘli	ɹokpɘli-wanpɘli
HawaNocte	Forty five	ɹokpɘli-wanpaŋa	ɹokpɘli-wanpaŋa
HawaNocte	Forty six	ɹokpɘli-wanɹok	ɹokpɘli-wanɹok
HawaNocte	Forty seven	ɹokpɘli-wanɪt	ɹokpɘli-wanɪt
HawaNocte	Forty eight	ɹokpɘli-wansɘt	ɹokpɘli-wansɘt
HawaNocte	Forty nine	ɹokpɘli-wankʰu	ɹokpɘli-wankʰu
HawaNocte	Fifty	ɹokpaŋa	ɹokpaŋa
HawaNocte	Fifty one	ɹokpaŋa-wantʰe	ɹokpaŋa-wantʰe
HawaNocte	Fifty two	ɹokpaŋa-wani	ɹokpaŋa-wani
HawaNocte	Fifty three	ɹokpaŋa-wanɹəm	ɹokpaŋa-wanɹəm
HawaNocte	Fifty four	ɹokpaŋa-wanpɘli	ɹokpaŋa-wanpɘli
HawaNocte	Fifty five	ɹokpaŋa-wanpaŋa	ɹokpaŋa-wanpaŋa
HawaNocte	Fifty six	ɹokpaŋa-wanɹok	ɹokpaŋa-wanɹok
HawaNocte	Fifty seven	ɹokpaŋa-wanɪt	ɹokpaŋa-wanɪt
HawaNocte	Fifty eight	ɹokpaŋa-wansɘt	ɹokpaŋa-wansɘt
HawaNocte	Fifty nine	ɹokpaŋa-wankʰu	ɹokpaŋa-wankʰu
HawaNocte	Sixty	ɹokɹok	ɹokɹok
HawaNocte	Sixty one	ɹokɹok-wantʰe	ɹokɹok-wantʰe
HawaNocte	Sixty two	ɹokɹok-wani	ɹokɹok-wani
HawaNocte	Sixty three	ɹokɹok-wanɹəm	ɹokɹok-wanɹəm
HawaNocte	Sixty four	ɹokɹok-wanpɘli	ɹokɹok-wanpɘli
HawaNocte	Sixty five	ɹokɹok-wanpaŋa	ɹokɹok-wanpaŋa
HawaNocte	Sixty six	ɹokɹok-wanɹok	ɹokɹok-wanɹok
HawaNocte	Sixty seven	ɹokɹok-wanɪt	ɹokɹok-wanɪt
HawaNocte	Sixty eight	ɹokɹok-wansɘt	ɹokɹok-wansɘt
HawaNocte	Sixty nine	ɹokɹok-wankʰu	ɹokɹok-wankʰu
HawaNocte	Seventy	ɹoknɪt	ɹoknɪt
HawaNocte	Seventy one	ɹoknɪt-wantʰe	ɹoknɪt-wantʰe
HawaNocte	Seventy two	ɹoknɪt-wani	ɹoknɪt-wani
HawaNocte	Seventy three	ɹoknɪt-wanɹəm	ɹoknɪt-wanɹəm
HawaNocte	Seventy four	ɹoknɪt-wanpɘli	ɹoknɪt-wanpɘli
HawaNocte	Seventy five	ɹoknɪt-wanpaŋa	ɹoknɪt-wanpaŋa
HawaNocte	Seventy six	ɹoknɪt-wanɹok	ɹoknɪt-wanɹok
HawaNocte	Seventy seven	ɹoknɪt-wanɪt	ɹoknɪt-wanɪt
HawaNocte	Seventy eight	ɹoknɪt-wansɘt	ɹoknɪt-wansɘt
HawaNocte	Seventy nine	ɹoknɪt-wankʰu	ɹoknɪt-wankʰu
HawaNocte	Eighty	ɹoksɘt	ɹoksɘt
HawaNocte	Eighty one	ɹoksɘt-wantʰe	ɹoksɘt-wantʰe
HawaNocte	Eighty two	ɹoksɘt-wani	ɹoksɘt-wani
HawaNocte	Eighty three	ɹoksɘt-wanɹəm	ɹoksɘt-wanɹəm
HawaNocte	Eighty four	ɹoksɘt-wanpɘli	ɹoksɘt-wanpɘli
HawaNocte	Eighty five	ɹoksɘt-wanpaŋa	ɹoksɘt-wanpaŋa
HawaNocte	Eighty six	ɹoksɘt-wanɹok	ɹoksɘt-wanɹok
HawaNocte	Eighty seven	ɹoksɘt-wanɪt	ɹoksɘt-wanɪt
HawaNocte	Eighty eight	ɹoksɘt-wansɘt	ɹoksɘt-wansɘt
HawaNocte	Eighty nine	ɹoksɘt-wankʰu	ɹoksɘt-wankʰu
HawaNocte	Ninety	ɹokʰu	ɹokʰu
HawaNocte	Ninety one	ɹokʰu-wantʰe	ɹokʰu-wantʰe
HawaNocte	Ninety two	ɹokʰu-wani	ɹokʰu-wani
HawaNocte	Ninety three	ɹokʰu-wanɹəm	ɹokʰu-wanɹəm
HawaNocte	Ninety four	ɹokʰu-wanpɘli	ɹokʰu-wanpɘli
HawaNocte	Ninety five	ɹokʰu-wanpaŋa	ɹokʰu-wanpaŋa
HawaNocte	Ninety six	ɹokʰu-wanɹok	ɹokʰu-wanɹok
HawaNocte	Ninety seven	ɹokʰu-wanɪt	ɹokʰu-wanɪt
HawaNocte	Ninety eight	ɹokʰu-wansɘt	ɹokʰu-wansɘt
HawaNocte	Ninety nine	ɹokʰu-wankʰu	ɹokʰu-wankʰu
HawaNocte	Hundred	ʧa	ʧa
HawaNocte	Thousand	haʤet	haʤet
HawaNocte	Lakh	lak	lak
HawaNocte	One Million	-	-
HawaNocte	Crore	kɹoɹ	kɹoɹ
HawaNocte	Billion	-	-
HawaNocte	Hundred	ʧa	ʧa
HawaNocte	One hundred	ʧa-tʰe	ʧa-tʰe
HawaNocte	Two hundred	ʧa-ni	ʧa-ni
HawaNocte	Three hundred	ʧa-ɹəm	ʧa-ɹəm
HawaNocte	Four hundred	ʧa-pɘli	ʧa-pɘli
HawaNocte	Five hundred	ʧa-paŋa	ʧa-paŋa
HawaNocte	Six hundred	ʧa-ɹok	ʧa-ɹok
HawaNocte	Thousand	haʤet	haʤet
HawaNocte	One thousand	haʤet-tʰe	haʤet-tʰe
HawaNocte	Two thousand	haʤet-ni	haʤet-ni
HawaNocte	Three thousand	haʤet-ɹəm	haʤet-ɹəm
HawaNocte	Four thousand	haʤet-pɘli	haʤet-pɘli
HawaNocte	Five thousand	haʤet-paŋa	haʤet-paŋa
HawaNocte	Six thousand	haʤet-ɹok	haʤet-ɹok
HawaNocte	One hundred twenty	ʧa tʰe ɹokni	ʧa tʰe ɹokni
HawaNocte	One hundred eighty	ʧa tʰe ɹoksɘt	ʧa tʰe ɹoksɘt
HawaNocte	Two hundred twenty one	ʧa-ni ɹokni-wantʰe	ʧa-ni ɹokni-wantʰe
HawaNocte	Five hundred six	ʧa paŋa wanɹok	ʧa paŋa wanɹok
HawaNocte	Three thousand forty eight	haʤa-ɹəm ɹokpɘli-wansɘt	haʤa-ɹəm ɹokpɘli-wansɘt
HawaNocte	Six thousand nine hundred	haʤa-ɹok ʧa-kʰu	haʤa-ɹok ʧa-kʰu
HawaNocte	Seven thousand four hundred twenty two	haʤa-nɪt ʧa-pɘli ɹokni-wani	haʤa-nɪt ʧa-pɘli ɹokni-wani
HawaNocte	Six thousand eight	haʤa-ɹok wansɘt	haʤa-ɹok wansɘt
			
IduMishmi	One	kʰege	kʰege
IduMishmi	Two	kani	kani
IduMishmi	Three	kaso	kaso
IduMishmi	Four	kapi	kapi
IduMishmi	Five	maŋa	maŋa
IduMishmi	Six	taɹ̥o	taɹ̥o
IduMishmi	Seven	iwu	iwu
IduMishmi	Eight	iju	iju
IduMishmi	Nine	kʰini	kʰini
IduMishmi	Ten	huŋu	huŋu
IduMishmi	Eleven	holo-ke	holo-ke
IduMishmi	Twelve	holo-ni	holo-ni
IduMishmi	Thirteen	holo-so	holo-so
IduMishmi	Fourteen	holo-pi	holo-pi
IduMishmi	Fifteen	holo-ma	holo-ma
IduMishmi	Sixteen	holo-ɹ̥o	holo-ɹ̥o
IduMishmi	Seventeen	holo-wu	holo-wu
IduMishmi	Eighteen	holo-ju	holo-ju
IduMishmi	Nineteen	holo-kʰini	holo-kʰini
IduMishmi	Twenty	aniɹ̥u	aniɹ̥u
IduMishmi	Twenty One	aniɹ̥u-kʰege	aniɹ̥u-kʰege
IduMishmi	Twenty two	aniɹ̥u-lu-kani	aniɹ̥u-lu-kani
IduMishmi	Twenty three	aniɹ̥u-lu-kaso	aniɹ̥u-lu-kaso
IduMishmi	Twenty four	aniɹ̥u-lu-kapi	aniɹ̥u-lu-kapi
IduMishmi	Twenty five	aniɹ̥u-lu-maŋa	aniɹ̥u-lu-maŋa
IduMishmi	Twenty six	aniɹ̥u-lu-taɹ̥o	aniɹ̥u-lu-taɹ̥o
IduMishmi	Twenty seven	aniɹ̥u-lu-iwu	aniɹ̥u-lu-iwu
IduMishmi	Twenty eight	aniɹ̥u-lu-iju	aniɹ̥u-lu-iju
IduMishmi	Twenty nine		
IduMishmi	Thirty	hasuɹ̥u	hasuɹ̥u
IduMishmi	Thirty one	hasuɹ̥u-lu-kʰege	hasuɹ̥u-lu-kʰege
IduMishmi	Thirty two	hasuɹ̥u-lu-kani	hasuɹ̥u-lu-kani
IduMishmi	Thirty three	hasuɹ̥u-lu-kaso	hasuɹ̥u-lu-kaso
IduMishmi	Thirty four	hasuɹ̥u-lu-kapi	hasuɹ̥u-lu-kapi
IduMishmi	Thirty five	hasuɹ̥u-lu-maŋa	hasuɹ̥u-lu-maŋa
IduMishmi	Thirty six	hasuɹ̥u-lu-taɹ̥o	hasuɹ̥u-lu-taɹ̥o
IduMishmi	Thirty seven	hasuɹ̥u-lu-iwu	hasuɹ̥u-lu-iwu
IduMishmi	Thirty eight	hasuɹ̥u-lu-iju	hasuɹ̥u-lu-iju
IduMishmi	Thirty nine	hasuɹ̥u-lu-kʰini	hasuɹ̥u-lu-kʰini
IduMishmi	Forty	kapiɹ̥u	kapiɹ̥u
IduMishmi	Forty one	kapiɹ̥u-lu-kʰege	kapiɹ̥u-lu-kʰege
IduMishmi	Forty two	kapiɹ̥u-lu-kani	kapiɹ̥u-lu-kani
IduMishmi	Forty three	kapiɹ̥u-lu-kaso	kapiɹ̥u-lu-kaso
IduMishmi	Forty four	kapiɹ̥u-lu-kapi	kapiɹ̥u-lu-kapi
IduMishmi	Forty five	kapiɹ̥u-lu-maŋa	kapiɹ̥u-lu-maŋa
IduMishmi	Forty six	kapiɹ̥u-lu-taɹo	kapiɹ̥u-lu-taɹo
IduMishmi	Forty seven	kapiɹ̥u-lu-iwu	kapiɹ̥u-lu-iwu
IduMishmi	Forty eight	kapiɹ̥u-lu-iju	kapiɹ̥u-lu-iju
IduMishmi	Forty nine	kapiɹ̥u-lu-kʰini	kapiɹ̥u-lu-kʰini
IduMishmi	Fifty	maŋaɹ̥u	maŋaɹ̥u
IduMishmi	Fifty one	maŋaɹ̥u-lu-kʰege	maŋaɹ̥u-lu-kʰege
IduMishmi	Fifty two	maŋaɹ̥u-lu-kani	maŋaɹ̥u-lu-kani
IduMishmi	Fifty three	maŋaɹ̥u-lu-kaso	maŋaɹ̥u-lu-kaso
IduMishmi	Fifty four	maŋaɹ̥u-lu-kapi	maŋaɹ̥u-lu-kapi
IduMishmi	Fifty five	maŋaɹ̥u-lu-maŋa	maŋaɹ̥u-lu-maŋa
IduMishmi	Fifty six	maŋaɹ̥u-lu-taɹ̥o	maŋaɹ̥u-lu-taɹ̥o
IduMishmi	Fifty seven	maŋaɹ̥u-lu-iwu	maŋaɹ̥u-lu-iwu
IduMishmi	Fifty eight	maŋaɹ̥u-lu-iju	maŋaɹ̥u-lu-iju
IduMishmi	Fifty nine	maŋaɹ̥u-lu-kʰini	maŋaɹ̥u-lu-kʰini
IduMishmi	Sixty	taɹ̥oɹ̥u	taɹ̥oɹ̥u
IduMishmi	Sixty one	taɹ̥o-kʰege	taɹ̥o-kʰege
IduMishmi	Sixty two	taɹ̥o-lu-kani	taɹ̥o-lu-kani
IduMishmi	Sixty three	taɹ̥u-lu-kaso	taɹ̥u-lu-kaso
IduMishmi	Sixty four	taɹ̥u-lu-kapi	taɹ̥u-lu-kapi
IduMishmi	Sixty five	taɹ̥u-lu-maŋa	taɹ̥u-lu-maŋa
IduMishmi	Sixty six	taɹ̥u-lu-taɹ̥o	taɹ̥u-lu-taɹ̥o
IduMishmi	Sixty seven	taɹ̥u-lu-iwu	taɹ̥u-lu-iwu
IduMishmi	Sixty eight	taɹ̥u-lu-iju	taɹ̥u-lu-iju
IduMishmi	Sixty nine	taɹ̥u-lu-kʰini	taɹ̥u-lu-kʰini
IduMishmi	Seventy	iwuɹ̥u	iwuɹ̥u
IduMishmi	Seventy one	iwuɹ̥u-lu-kʰege	iwuɹ̥u-lu-kʰege
IduMishmi	Seventy two	iwuɹ̥u-lu-kani	iwuɹ̥u-lu-kani
IduMishmi	Seventy three	iwuɹ̥u-lu-kaso	iwuɹ̥u-lu-kaso
IduMishmi	Seventy four	iwuɹ̥u-lu-kapi	iwuɹ̥u-lu-kapi
IduMishmi	Seventy five	iwuɹ̥u-lu-maŋa	iwuɹ̥u-lu-maŋa
IduMishmi	Seventy six	iwuɹ̥u-lu-taɹ̥o	iwuɹ̥u-lu-taɹ̥o
IduMishmi	Seventy seven	iwuɹ̥u-lu-iwu	iwuɹ̥u-lu-iwu
IduMishmi	Seventy eight	iwuɹ̥u-lu-iju	iwuɹ̥u-lu-iju
IduMishmi	Seventy nine	iwuɹ̥u-lu-kʰini	iwuɹ̥u-lu-kʰini
IduMishmi	Eighty	iɹ̥u	iɹ̥u
IduMishmi	Eighty one	iɹ̥u-lu-kʰege	iɹ̥u-lu-kʰege
IduMishmi	Eighty two	iɹ̥u-lu-kani	iɹ̥u-lu-kani
IduMishmi	Eighty three	iɹ̥u-lu-kaso	iɹ̥u-lu-kaso
IduMishmi	Eighty four	iɹ̥u-lu-kapi	iɹ̥u-lu-kapi
IduMishmi	Eighty five	iɹ̥u-lu-maŋa	iɹ̥u-lu-maŋa
IduMishmi	Eighty six	iɹ̥u-lu-taɹ̥o	iɹ̥u-lu-taɹ̥o
IduMishmi	Eighty seven	iɹ̥u-lu-iwu	iɹ̥u-lu-iwu
IduMishmi	Eighty eight	iɹ̥u-lu-iju	iɹ̥u-lu-iju
IduMishmi	Eighty nine	iɹ̥u-lu-kʰini	iɹ̥u-lu-kʰini
IduMishmi	Ninety	kʰiniɹ̥	kʰiniɹ̥
IduMishmi	Ninety one	kʰiniɹ̥u-lu-kʰege	kʰiniɹ̥u-lu-kʰege
IduMishmi	Ninety two	kʰiniɹ̥u-lu-kani	kʰiniɹ̥u-lu-kani
IduMishmi	Ninety three	kʰiniɹ̥u-lu-kaso	kʰiniɹ̥u-lu-kaso
IduMishmi	Ninety four	kʰiniɹ̥u-lu-kapi	kʰiniɹ̥u-lu-kapi
IduMishmi	Ninety five	kʰiniɹ̥u-lu-maŋa	kʰiniɹ̥u-lu-maŋa
IduMishmi	Ninety six	kʰiniɹ̥u-lu-taɹ̥o	kʰiniɹ̥u-lu-taɹ̥o
IduMishmi	Ninety seven	kʰiniɹ̥u-lu-iwu	kʰiniɹ̥u-lu-iwu
IduMishmi	Ninety eight	kʰiniɹ̥u-lu-iju	kʰiniɹ̥u-lu-iju
IduMishmi	Ninety nine	kʰimiɹ̥u-lu-kʰini	kʰimiɹ̥u-lu-kʰini
IduMishmi	Hundred	malo	malo
IduMishmi	Thousand	izaɹi	izaɹi
IduMishmi	Lakh	-	-
IduMishmi	One Million	-	-
IduMishmi	Crore	-	-
IduMishmi	Billion	-	-
IduMishmi	Hundred	malo	malo
IduMishmi	Hundred	malo ge	malo ge
IduMishmi	One hundred	malo kʰege	malo kʰege
IduMishmi	Two hundred	malo kani	malo kani
IduMishmi	Three hundred	malo kaso	malo kaso
IduMishmi	Four hundred	malo kapi	malo kapi
IduMishmi	Five hundred	malo maŋa	malo maŋa
IduMishmi	Six hundred	malo taɹ̥o	malo taɹ̥o
IduMishmi	Thousand	izaɹi	izaɹi
IduMishmi	One thousand	izaɹi ge	izaɹi ge
IduMishmi	Two thousand	izaɹi kani	izaɹi kani
IduMishmi	Three thousand	izaɹi kaso	izaɹi kaso
IduMishmi	Four thousand	izaɹi kapi	izaɹi kapi
IduMishmi	Five thousand	izaɹi maŋa	izaɹi maŋa
IduMishmi	Six thousand	izaɹi taɹ̥o	izaɹi taɹ̥o
IduMishmi	One hundred twenty	malo-lu-aniɹ̥u	malo-lu-aniɹ̥u
IduMishmi	One hundred eighty	malo-lu-iɹ̥u	malo-lu-iɹ̥u
IduMishmi	Two hundred twenty one	mao-kani-aniɹɹ̥u-kʰege	mao-kani-aniɹɹ̥u-kʰege
IduMishmi	Five hundred six	mao-maŋa-nɘ-taɹ̥o	mao-maŋa-nɘ-taɹ̥o
IduMishmi	Three thousand forty eight	izaɹi-kaso-kapiɹ̥u-lu-iju	izaɹi-kaso-kapiɹ̥u-lu-iju
IduMishmi	Six thousand nine hundred	izaɹi-taɹ̥o-nɘ-malo-kʰini	izaɹi-taɹ̥o-nɘ-malo-kʰini
IduMishmi	Seven thousand four hundred twenty two	izaɹi-be-wu-ne-mao-kapi-done-aniɹ̥u-kani	izaɹi-be-wu-ne-mao-kapi-done-aniɹ̥u-kani
IduMishmi	Six thousand eight	izaɹi-taɹ̥o-nɘ-iju	izaɹi-taɹ̥o-nɘ-iju
			
KamanMishmi	One	kumo	kumo
KamanMishmi	Two	kɘin	kɘin
KamanMishmi	Three	kɘsəm	kɘsəm
KamanMishmi	Four	kɘmɹɘn	kɘmɹɘn
KamanMishmi	Five	kɘlen	kɘlen
KamanMishmi	Six	kɘtam	kɘtam
KamanMishmi	Seven	nɘn	nɘn
KamanMishmi	Eight	gɹɘn	gɹɘn
KamanMishmi	Nine	nətmo	nətmo
KamanMishmi	Ten	kepmo	kepmo
KamanMishmi	Eleven	kumo-ko	kumo-ko
KamanMishmi	Twelve	kɘin-ko	kɘin-ko
KamanMishmi	Thirteen	kɘsəm-ko	kɘsəm-ko
KamanMishmi	Fourteen	kɘmɹɘn-ko	kɘmɹɘn-ko
KamanMishmi	Fifteen	kɘlen-ko	kɘlen-ko
KamanMishmi	Sixteen	kɘtam-ko	kɘtam-ko
KamanMishmi	Seventeen	nɘn-ko	nɘn-ko
KamanMishmi	Eighteen	gɹɘn-ko	gɹɘn-ko
KamanMishmi	Nineteen	kepmo-nətmo	kepmo-nətmo
KamanMishmi	Twenty	kɘtaumo	kɘtaumo
KamanMishmi	Twenty One	kɘtaumo-kumo	kɘtaumo-kumo
KamanMishmi	Twenty two	kɘtaumo-kɘin	kɘtaumo-kɘin
KamanMishmi	Twenty three	kɘtaumo-kɘsəm	kɘtaumo-kɘsəm
KamanMishmi	Twenty four	kɘtaumo-kɘmɹɘn	kɘtaumo-kɘmɹɘn
KamanMishmi	Twenty five	kɘtaumo-kɘlen	kɘtaumo-kɘlen
KamanMishmi	Twenty six	kɘtaumo-kɘtam	kɘtaumo-kɘtam
KamanMishmi	Twenty seven	kɘtaumo-nɘn	kɘtaumo-nɘn
KamanMishmi	Twenty eight	kɘtaumo-gɹɘn	kɘtaumo-gɹɘn
KamanMishmi	Twenty nine	kɘtaumo-nətmo	kɘtaumo-nətmo
KamanMishmi	Thirty	səŋkiəpmo	səŋkiəpmo
KamanMishmi	Thirty one	səŋkiəpmo-kumo	səŋkiəpmo-kumo
KamanMishmi	Thirty two	səŋkiəpmo-kɘin	səŋkiəpmo-kɘin
KamanMishmi	Thirty three	səŋkiəpmo-kɘsəm	səŋkiəpmo-kɘsəm
KamanMishmi	Thirty four	səŋkiəpmo-kɘmɹɘn	səŋkiəpmo-kɘmɹɘn
KamanMishmi	Thirty five	səŋkiəpmo-kɘlen	səŋkiəpmo-kɘlen
KamanMishmi	Thirty six	səŋkiəpmo-kɘtam	səŋkiəpmo-kɘtam
KamanMishmi	Thirty seven	səŋkiəpmo-nɘn	səŋkiəpmo-nɘn
KamanMishmi	Thirty eight	səŋkiəpmo-gɹɘn	səŋkiəpmo-gɹɘn
KamanMishmi	Thirty nine	səŋkiəpmo-nətmo	səŋkiəpmo-nətmo
KamanMishmi	Forty	bìʃimo	bìʃimo
KamanMishmi	Forty one	bìʃimo-kumo	bìʃimo-kumo
KamanMishmi	Forty two	bìʃimo-kɘin	bìʃimo-kɘin
KamanMishmi	Forty three	bìʃimo-kɘsəm	bìʃimo-kɘsəm
KamanMishmi	Forty four	bìʃimo-kɘmɹɘn	bìʃimo-kɘmɹɘn
KamanMishmi	Forty five	bìʃimo-kɘlen	bìʃimo-kɘlen
KamanMishmi	Forty six	bìʃimo-kɘtam	bìʃimo-kɘtam
KamanMishmi	Forty seven	bìʃimo-nɘn	bìʃimo-nɘn
KamanMishmi	Forty eight	bìʃimo-gɹɘn	bìʃimo-gɹɘn
KamanMishmi	Forty nine	bìʃimo-nətmo	bìʃimo-nətmo
KamanMishmi	Fifty	wapiŋmo	wapiŋmo
KamanMishmi	Fifty one	wapiŋmo-kumo	wapiŋmo-kumo
KamanMishmi	Fifty two	wapiŋmo-kɘin	wapiŋmo-kɘin
KamanMishmi	Fifty three	wapiŋmo-kɘsəm	wapiŋmo-kɘsəm
KamanMishmi	Fifty four	wapiŋmo-kɘmɹɘn	wapiŋmo-kɘmɹɘn
KamanMishmi	Fifty five	wapiŋmo-kɘlen	wapiŋmo-kɘlen
KamanMishmi	Fifty six	wapiŋmo-kɘtam	wapiŋmo-kɘtam
KamanMishmi	Fifty seven	wapiŋmo-nɘn	wapiŋmo-nɘn
KamanMishmi	Fifty eight	wapiŋmo-gɹɘn	wapiŋmo-gɹɘn
KamanMishmi	Fifty nine	wapiŋmo-nətmo	wapiŋmo-nətmo
KamanMishmi	Sixty	kɘnda:mo	kɘnda:mo
KamanMishmi	Sixty one	kɘnda:mo-kumo	kɘnda:mo-kumo
KamanMishmi	Sixty two	kɘnda:mo-kɘin	kɘnda:mo-kɘin
KamanMishmi	Sixty three	kɘnda:mo-kɘsəm	kɘnda:mo-kɘsəm
KamanMishmi	Sixty four	kɘnda:mo-kɘmɹɘn	kɘnda:mo-kɘmɹɘn
KamanMishmi	Sixty five	kɘnda:mo-kɘlen	kɘnda:mo-kɘlen
KamanMishmi	Sixty six	kɘnda:mo-kɘtam	kɘnda:mo-kɘtam
KamanMishmi	Sixty seven	kɘnda:mo-nɘn	kɘnda:mo-nɘn
KamanMishmi	Sixty eight	kɘnda:mo-gɹɘn	kɘnda:mo-gɹɘn
KamanMishmi	Sixty nine	kɘnda:mo-nətmo	kɘnda:mo-nətmo
KamanMishmi	Seventy	kɘ-umo	kɘ-umo
KamanMishmi	Seventy one	kɘ-umo-kumo	kɘ-umo-kumo
KamanMishmi	Seventy two	kɘ-umo-kɘin	kɘ-umo-kɘin
KamanMishmi	Seventy three	kɘ-umo-kɘsəm	kɘ-umo-kɘsəm
KamanMishmi	Seventy four	kɘ-umo-kɘmɹɘn	kɘ-umo-kɘmɹɘn
KamanMishmi	Seventy five	kɘ-umo-kɘlen	kɘ-umo-kɘlen
KamanMishmi	Seventy six	kɘ-umo-kɘtam	kɘ-umo-kɘtam
KamanMishmi	Seventy seven	kɘ-umo-nɘn	kɘ-umo-nɘn
KamanMishmi	Seventy eight	kɘ-umo-gɹɘn	kɘ-umo-gɹɘn
KamanMishmi	Seventy nine	kɘ-umo-nətmo	kɘ-umo-nətmo
KamanMishmi	Eighty	kɘŋgɹɘmo	kɘŋgɹɘmo
KamanMishmi	Eighty one	kɘŋgɹɘmo-kumo	kɘŋgɹɘmo-kumo
KamanMishmi	Eighty two	kɘŋgɹɘmo-kɘin	kɘŋgɹɘmo-kɘin
KamanMishmi	Eighty three	kɘŋgɹɘmo-kɘsəm	kɘŋgɹɘmo-kɘsəm
KamanMishmi	Eighty four	kɘŋgɹɘmo-kɘmɹɘn	kɘŋgɹɘmo-kɘmɹɘn
KamanMishmi	Eighty five	kɘŋgɹɘmo-kɘlen	kɘŋgɹɘmo-kɘlen
KamanMishmi	Eighty six	kɘŋgɹɘmo-kɘtam	kɘŋgɹɘmo-kɘtam
KamanMishmi	Eighty seven	kɘŋgɹɘmo-nɘn	kɘŋgɹɘmo-nɘn
KamanMishmi	Eighty eight	kɘŋgɹɘmo-gɹɘn	kɘŋgɹɘmo-gɹɘn
KamanMishmi	Eighty nine	kɘŋgɹɘmo-nətmo	kɘŋgɹɘmo-nətmo
KamanMishmi	Ninety	-ʧimo	-ʧimo
KamanMishmi	Ninety one	-ʧimo-kumo	-ʧimo-kumo
KamanMishmi	Ninety two	-ʧimo-kɘin	-ʧimo-kɘin
KamanMishmi	Ninety three	-ʧimo-kɘsəm	-ʧimo-kɘsəm
KamanMishmi	Ninety four	-ʧimo-kɘmɹɘn	-ʧimo-kɘmɹɘn
KamanMishmi	Ninety five	-ʧimo-kɘlen	-ʧimo-kɘlen
KamanMishmi	Ninety six	-ʧimo-kɘtam	-ʧimo-kɘtam
KamanMishmi	Ninety seven	-ʧimo-nɘn	-ʧimo-nɘn
KamanMishmi	Ninety eight	-ʧimo-gɹɘn	-ʧimo-gɹɘn
KamanMishmi	Ninety nine	-ʧimo-nətmo	-ʧimo-nətmo
KamanMishmi	Hundred	waijemo	waijemo
KamanMishmi	Thousand	hìŋmo	hìŋmo
KamanMishmi	Lakh	-	-
KamanMishmi	One Million	-	-
KamanMishmi	Crore	-	-
KamanMishmi	Billion	-	-
KamanMishmi	One hundred	waijemo	waijemo
KamanMishmi	Two hundred	waije kɘin	waije kɘin
KamanMishmi	Three hundred	waije kɘsəm	waije kɘsəm
KamanMishmi	Four hundred	waije kɘmɹɘn	waije kɘmɹɘn
KamanMishmi	Five hundred	waije kɘlen	waije kɘlen
KamanMishmi	Six hundred	waije kɘtam	waije kɘtam
KamanMishmi	One thousand	hiŋmo	hiŋmo
KamanMishmi	Two thousand	hiŋ kɘin	hiŋ kɘin
KamanMishmi	Three thousand	jiŋ kɘsəm	jiŋ kɘsəm
KamanMishmi	Four thousand	hiŋ kɘmɹɘn	hiŋ kɘmɹɘn
KamanMishmi	Five thousand	hiŋ kɘlen	hiŋ kɘlen
KamanMishmi	Six thousand	hiŋ kɘtam	hiŋ kɘtam
KamanMishmi	One hundred twenty	waijemo kɘtaumo	waijemo kɘtaumo
KamanMishmi	One hundred eighty	waijemo kɘŋgɹɘmo	waijemo kɘŋgɹɘmo
KamanMishmi	Two hundred twenty one	waije kɘin kɘtaumo kumo	waije kɘin kɘtaumo kumo
KamanMishmi	Five hundred six	waije kɘlen-gə kɘtam	waije kɘlen-gə kɘtam
KamanMishmi	Three thousand forty eight	hiŋ kɘsən bìʃìmo gɹɘn	hiŋ kɘsən bìʃìmo gɹɘn
KamanMishmi	Six thousand nine hundred	hiŋ kɘtam waijemo nətmo	hiŋ kɘtam waijemo nətmo
KamanMishmi	Seven thousand four hundred twenty two	hiŋ nɘn waije kɘmɹɘn kɘtaumo kɘin	hiŋ nɘn waije kɘmɹɘn kɘtaumo kɘin
KamanMishmi	Six thousand eight	hiŋ kɘtam-gə gɹɘn	hiŋ kɘtam-gə gɹɘn
			
